supervisor_id,student_id,score
30,315,0.4068
20,315,0.2652
12,315,0.2632
23,315,0.2591
15,316,0.3588
27,316,0.5846
19,316,0.4102
12,316,0.2197
1,316,0.647
4,317,0.277
15,317,0.4153
17,317,0.3786
23,317,0.4321
29,317,0.1091
30,318,0.2524
8,318,0.2006
17,318,0.5409
24,318,0.5573
32,318,0.2846
23,319,0.704
1,319,0.4355
30,319,0.157
20,319,0.449
15,319,0.6317
3,320,0.8906
10,320,0.8488
18,320,0.234
26,320,0.2438
30,320,0.2777
10,321,0.77
13,321,0.1241
15,321,0.5856
16,321,0.1865
26,321,0.1515
20,322,0.5913
4,322,0.4495
21,322,0.5435
27,322,0.2322
3,322,0.3334
22,323,0.2992
13,323,0.3213
26,323,0.4291
30,323,0.5091
2,323,0.1207
25,324,0.2506
11,324,0.6666
13,324,0.9076
24,324,0.8958
17,324,0.8812
9,325,0.248
32,325,0.5143
28,325,0.678
31,325,0.5333
13,325,0.2696
28,326,0.4267
5,326,0.3777
14,326,0.4934
20,326,0.3421
31,326,0.4566
5,327,0.6652
13,327,0.1491
12,327,0.4927
31,327,0.2246
11,327,0.1875
24,328,0.4739
30,328,0.6276
6,328,0.56
27,328,0.2355
12,328,0.4323
27,329,0.8523
3,329,0.2294
8,329,0.6686
9,329,0.8456
1,329,0.8716
28,330,0.1637
3,330,0.3963
31,330,0.22
1,330,0.316
18,330,0.4403
16,331,0.6092
28,331,0.5953
19,331,0.7807
32,331,0.5554
15,331,0.1769
15,332,0.171
4,332,0.3321
2,332,0.259
30,332,0.4313
5,332,0.2206
32,333,0.7322
26,333,0.3769
14,333,0.2526
4,333,0.3722
29,333,0.2251
30,334,0.2024
19,334,0.4817
5,334,0.1721
3,334,0.4439
11,334,0.4494
4,335,0.2202
15,335,0.8692
2,335,0.2477
26,335,0.2745
10,335,0.6811
16,336,0.553
25,336,0.5895
1,336,0.5098
9,336,0.3708
13,336,0.4662
3,337,0.7942
18,337,0.6281
29,337,0.5592
15,337,0.7995
24,337,0.2002
2,338,0.7038
11,338,0.6211
22,338,0.1743
5,338,0.6193
6,338,0.4417
13,339,0.5857
20,339,0.646
25,339,0.8049
23,339,0.6724
15,339,0.6408
13,340,0.3814
9,340,0.5381
19,340,0.5116
4,340,0.5596
5,340,0.1021
20,341,0.2905
27,341,0.543
32,341,0.674
12,341,0.2601
24,341,0.3637
8,342,0.5518
3,342,0.38
27,342,0.6437
18,342,0.4901
4,342,0.6391
26,343,0.4483
7,343,0.3588
1,343,0.1172
10,343,0.204
8,343,0.1686
26,344,0.4773
12,344,0.2278
28,344,0.7317
27,344,0.467
32,344,0.6296
14,345,0.1344
2,345,0.8622
15,345,0.2014
31,345,0.2056
30,345,0.1918
18,346,0.3826
32,346,0.1344
31,346,0.7798
30,346,0.3215
2,346,0.1791
11,347,0.5413
29,347,0.2605
5,347,0.4569
1,347,0.4329
23,347,0.4247
20,348,0.376
12,348,0.6934
28,348,0.2414
29,348,0.2306
13,348,0.8649
14,349,0.1708
4,349,0.2123
6,349,0.5299
19,349,0.4785
28,349,0.4523
1,350,0.3567
18,350,0.4674
30,350,0.2479
31,350,0.6014
11,350,0.3666
4,351,0.9058
18,351,0.2596
9,351,0.8597
27,351,0.8778
1,351,0.882
22,352,0.4466
32,352,0.6567
24,352,0.527
25,352,0.4496
16,352,0.598
19,353,0.7686
31,353,0.5725
18,353,0.5741
23,353,0.6415
30,353,0.422
1,354,0.2842
21,354,0.2995
2,354,0.4265
31,354,0.2806
13,354,0.1839
23,355,0.2968
11,355,0.4627
16,355,0.3018
4,355,0.1884
2,355,0.1293
27,356,0.8358
1,356,0.8727
9,356,0.8162
19,356,0.6281
23,356,0.1547
8,357,0.2618
31,357,0.3467
28,357,0.1788
32,357,0.0849
14,357,0.1554
31,358,0.8476
23,358,0.1329
3,358,0.2027
28,358,0.3871
30,358,0.4015
2,359,0.645
31,359,0.4
7,359,0.519
5,359,0.1971
32,359,0.1546
20,360,0.2317
7,360,0.4048
26,360,0.1951
12,360,0.6445
18,360,0.7701
15,361,0.823
18,361,0.9106
14,361,0.7117
1,361,0.7244
16,361,0.6317
30,362,0.4685
16,362,0.537
27,362,0.4192
14,362,0.305
13,362,0.1868
7,363,0.1729
31,363,0.6262
15,363,0.1611
12,363,0.1274
29,363,0.1265
1,364,0.1652
21,364,0.6766
28,364,0.4756
30,364,0.4331
31,364,0.8724
29,365,0.1298
2,365,0.6481
30,365,0.155
13,365,0.1741
24,365,0.1747
2,366,0.6016
11,366,0.8489
5,366,0.8583
30,366,0.205
24,366,0.1989
3,367,0.7356
30,367,0.1957
18,367,0.4227
15,367,0.7055
13,367,0.2151
13,368,0.3755
6,368,0.2073
4,368,0.1702
23,368,0.3518
7,368,0.1434
2,369,0.1827
28,369,0.5649
27,369,0.7216
19,369,0.7422
6,369,0.3084
16,370,0.4729
10,370,0.4294
11,370,0.6793
29,370,0.4302
9,370,0.1366
18,371,0.5973
21,371,0.1613
10,371,0.4775
19,371,0.4812
15,371,0.7535
7,372,0.6894
10,372,0.1956
25,372,0.2545
14,372,0.2574
23,372,0.2145
3,373,0.1808
4,373,0.4546
5,373,0.3677
20,373,0.5011
30,373,0.5279
5,374,0.1272
19,374,0.611
28,374,0.6834
31,374,0.5977
17,374,0.4251
24,375,0.0842
3,375,0.3282
31,375,0.5693
15,375,0.248
27,375,0.1099
32,376,0.2942
16,376,0.1937
21,376,0.1975
3,376,0.7707
1,376,0.3362
8,377,0.3895
9,377,0.6336
1,377,0.6175
2,377,0.1831
20,377,0.513
4,378,0.469
32,378,0.277
1,378,0.567
8,378,0.3687
15,378,0.2473
27,379,0.4532
2,379,0.5389
19,379,0.3
26,379,0.2942
15,379,0.2
9,380,0.3165
30,380,0.1512
25,380,0.6308
1,380,0.571
15,380,0.7153
5,381,0.4218
22,381,0.1446
32,381,0.4197
19,381,0.4166
28,381,0.4602
31,382,0.8671
21,382,0.7154
25,382,0.2218
4,382,0.669
13,382,0.4911
15,383,0.5895
22,383,0.3639
23,383,0.4628
16,383,0.32
6,383,0.1372
19,384,0.8742
31,384,0.4764
1,384,0.2276
30,384,0.6053
25,384,0.6945
31,385,0.8738
24,385,0.2479
20,385,0.725
26,385,0.8782
2,385,0.1877
26,386,0.8869
13,386,0.4454
4,386,0.6452
31,386,0.8148
20,386,0.6365
24,387,0.8078
12,387,0.8778
18,387,0.6858
3,387,0.6761
2,387,0.1399
18,388,0.5711
12,388,0.1057
24,388,0.311
23,388,0.5142
29,388,0.6979
2,389,0.6469
21,389,0.1969
20,389,0.2615
4,389,0.1963
31,389,0.2587
27,390,0.5205
4,390,0.2023
29,390,0.1607
32,390,0.6482
30,390,0.4649
23,391,0.1672
7,391,0.3958
19,391,0.5204
16,391,0.4925
24,391,0.4377
4,392,0.5301
14,392,0.4583
9,392,0.5928
26,392,0.304
3,392,0.4409
4,393,0.8432
1,393,0.8212
26,393,0.4228
24,393,0.1632
27,393,0.7934
15,394,0.3715
5,394,0.4412
28,394,0.1602
24,394,0.1593
23,394,0.3824
6,395,0.5838
5,395,0.7997
11,395,0.7924
2,395,0.5745
32,395,0.1428
32,396,0.334
4,396,0.6264
26,396,0.7024
21,396,0.7449
24,396,0.2439
29,397,0.1853
3,397,0.1532
23,397,0.127
32,397,0.2063
8,397,0.2386
26,398,0.4871
27,398,0.7895
1,398,0.8636
9,398,0.8604
4,398,0.8366
1,399,0.3162
32,399,0.6155
17,399,0.4883
23,399,0.367
15,399,0.4142
22,400,0.4482
15,400,0.3153
4,400,0.0493
32,400,0.0751
7,400,0.6195
31,401,0.2192
20,401,0.1345
29,401,0.5416
3,401,0.1844
21,401,0.3636
5,402,0.3627
20,402,0.1599
8,402,0.5998
14,402,0.5129
19,402,0.2911
26,403,0.5955
18,403,0.2818
10,403,0.2577
15,403,0.3539
28,403,0.2712
2,404,0.6247
22,404,0.2673
8,404,0.3366
12,404,0.1765
15,404,0.2334
29,405,0.1289
11,405,0.4627
30,405,0.2047
23,405,0.1728
5,405,0.1158
19,406,0.137
10,406,0.8505
7,406,0.1047
30,406,0.161
23,406,0.4069
29,407,0.0925
24,407,0.1232
6,407,0.8106
5,407,0.1048
9,407,0.5982
8,408,0.1683
9,408,0.3371
25,408,0.5568
23,408,0.5496
15,408,0.554
19,409,0.269
24,409,0.1486
10,409,0.2632
23,409,0.383
4,409,0.4018
2,410,0.7302
3,410,0.1643
25,410,0.12
24,410,0.1566
7,410,0.5927
25,411,0.7473
14,411,0.0986
16,411,0.4357
13,411,0.5695
15,411,0.6165
32,412,0.375
5,412,0.4028
16,412,0.4122
1,412,0.1492
31,412,0.1972
23,413,0.4516
31,413,0.2556
27,413,0.2258
15,413,0.5155
7,413,0.208
11,414,0.5893
13,414,0.6055
17,414,0.612
19,414,0.5508
23,414,0.454
11,415,0.5604
20,415,0.3367
5,415,0.577
9,415,0.3048
26,415,0.1722
6,416,0.2522
29,416,0.6867
23,416,0.9668
3,416,0.7734
31,416,0.7326
10,417,0.1774
19,417,0.2143
9,417,0.3015
6,417,0.4377
2,417,0.2034
20,418,0.5978
26,418,0.1557
4,418,0.1245
24,418,0.1753
15,418,0.6623
10,419,0.3951
30,419,0.6342
17,419,0.6519
3,419,0.2019
25,419,0.6797
31,420,0.6178
20,420,0.4451
14,420,0.1856
13,420,0.3364
8,420,0.3184
17,421,0.3083
25,421,0.3279
6,421,0.4175
19,421,0.3788
22,421,0.1955
9,422,0.6139
29,422,0.3689
1,422,0.7916
18,422,0.4037
2,422,0.1324
7,423,0.2141
10,423,0.6323
29,423,0.2056
2,423,0.2116
12,423,0.1884
4,424,0.093
24,424,0.8213
18,424,0.5582
13,424,0.731
3,424,0.545
11,425,0.3954
16,425,0.1464
8,425,0.6284
2,425,0.1757
7,425,0.1805
9,426,0.3805
10,426,0.4146
14,426,0.5557
16,426,0.4928
7,426,0.4159
14,427,0.2765
13,427,0.136
21,427,0.1895
15,427,0.2756
2,427,0.469
31,428,0.7973
12,428,0.1954
8,428,0.4103
5,428,0.2067
26,428,0.8119
26,429,0.1807
8,429,0.7958
3,429,0.1589
31,429,0.1636
5,429,0.5661
19,430,0.3839
22,430,0.4601
13,430,0.8311
1,430,0.373
6,430,0.222
23,431,0.6285
31,431,0.4729
2,431,0.4084
5,431,0.2048
1,431,0.4242
19,432,0.9147
23,432,0.1953
17,432,0.6942
32,432,0.8926
25,432,0.7136
13,433,0.0938
21,433,0.8092
12,433,0.0786
6,433,0.7518
20,433,0.7538
30,434,0.5055
28,434,0.5705
12,434,0.1739
4,434,0.4528
16,434,0.4284
3,435,0.3734
30,435,0.1956
27,435,0.4247
29,435,0.6504
1,435,0.3713
18,436,0.413
23,436,0.4435
2,436,0.3248
25,436,0.5813
8,436,0.1806
24,437,0.6115
13,437,0.6366
26,437,0.1698
15,437,0.2143
31,437,0.1898
14,438,0.2357
28,438,0.4023
6,438,0.4219
23,438,0.1632
11,438,0.4743
27,439,0.1525
26,439,0.1702
29,439,0.1803
15,439,0.4429
7,439,0.3167
6,440,0.3483
5,440,0.19
31,440,0.3376
10,440,0.5634
14,440,0.3282
3,441,0.3595
7,441,0.3048
17,441,0.4562
26,441,0.1784
9,441,0.2988
15,442,0.3126
22,442,0.5829
29,442,0.4704
31,442,0.2355
4,442,0.5441
31,443,0.552
18,443,0.6343
27,443,0.3733
15,443,0.6409
10,443,0.5711
16,444,0.5904
22,444,0.226
19,444,0.5594
28,444,0.5565
15,444,0.3934
23,445,0.4345
25,445,0.5808
3,445,0.3698
31,445,0.1251
15,445,0.4431
2,446,0.1949
31,446,0.1779
17,446,0.5832
3,446,0.45
24,446,0.6155
3,447,0.6719
13,447,0.8642
24,447,0.867
32,447,0.4294
5,447,0.1562
32,448,0.1859
3,448,0.7311
2,448,0.105
26,448,0.1193
31,448,0.1052
12,449,0.2055
1,449,0.6486
29,449,0.2088
27,449,0.6317
6,449,0.5945
27,450,0.7796
4,450,0.8513
15,450,0.1961
9,450,0.8106
13,450,0.1746
14,451,0.386
12,451,0.1858
11,451,0.6146
10,451,0.4119
13,451,0.2977
29,452,0.396
3,452,0.6676
5,452,0.107
11,452,0.4345
23,452,0.6128
15,453,0.5989
1,453,0.5235
30,453,0.1426
16,453,0.3567
5,453,0.1797
1,454,0.0999
10,454,0.2535
6,454,0.1331
20,454,0.1505
17,454,0.3897
4,455,0.3966
5,455,0.5413
7,455,0.3037
3,455,0.2053
13,455,0.3587
24,456,0.4273
4,456,0.5483
8,456,0.3594
26,456,0.2753
27,456,0.6141
18,457,0.3484
9,457,0.2983
16,457,0.4631
20,457,0.4288
1,457,0.4906
11,458,0.5597
3,458,0.6415
12,458,0.549
18,458,0.6106
24,458,0.5626
4,459,0.4963
30,459,0.2422
9,459,0.4817
11,459,0.1138
19,459,0.6446
26,460,0.2263
9,460,0.5617
11,460,0.0874
21,460,0.102
14,460,0.2156
28,461,0.8961
19,461,0.8501
32,461,0.8779
30,461,0.6782
27,461,0.7285
26,462,0.207
12,462,0.5414
3,462,0.4623
2,462,0.1228
27,462,0.4143
13,463,0.4914
32,463,0.4606
28,463,0.2642
24,463,0.665
25,463,0.2149
19,464,0.5281
3,464,0.1838
2,464,0.1713
30,464,0.4536
28,464,0.5421
8,465,0.3151
10,465,0.3414
22,465,0.2488
28,465,0.3916
13,465,0.3159
24,466,0.7595
11,466,0.6319
9,466,0.1538
12,466,0.7615
32,466,0.3761
9,467,0.1872
15,467,0.5789
18,467,0.6518
7,467,0.6284
10,467,0.5114
31,468,0.4073
13,468,0.6449
26,468,0.3962
11,468,0.5067
12,468,0.571
31,469,0.2715
6,469,0.314
24,469,0.5193
12,469,0.6272
4,469,0.4385
25,470,0.3872
10,470,0.5391
15,470,0.5343
18,470,0.6019
16,470,0.7476
26,471,0.6211
11,471,0.2085
7,471,0.3106
2,471,0.4339
31,471,0.6165
29,472,0.3966
19,472,0.2378
28,472,0.1553
31,472,0.1736
7,472,0.6013
25,473,0.5979
12,473,0.1536
22,473,0.7129
24,473,0.3375
30,473,0.2254
26,474,0.447
27,474,0.6917
4,474,0.5934
31,474,0.3994
5,474,0.1884
25,475,0.869
20,475,0.6057
8,475,0.2297
13,475,0.6795
6,475,0.1871
25,476,0.4412
30,476,0.4309
1,476,0.2088
27,476,0.4532
18,476,0.1959
4,477,0.7847
9,477,0.7406
12,477,0.163
1,477,0.8079
5,477,0.1356
4,478,0.5132
13,478,0.5792
5,478,0.2075
24,478,0.5776
19,478,0.5209
29,479,0.8663
27,479,0.6573
30,479,0.2339
18,479,0.1989
7,479,0.8648
15,480,0.4283
11,480,0.613
32,480,0.3419
12,480,0.5531
1,480,0.3464
1,481,0.4131
11,481,0.4199
27,481,0.4637
24,481,0.5608
17,481,0.5311
24,482,0.5546
31,482,0.1746
17,482,0.5562
18,482,0.4376
4,482,0.4329
14,483,0.7853
26,483,0.2132
5,483,0.5761
31,483,0.1568
24,483,0.1695
14,484,0.6133
18,484,0.841
1,484,0.6026
23,484,0.8189
31,484,0.6757
10,485,0.3439
31,485,0.7587
28,485,0.2881
11,485,0.2911
23,485,0.4195
6,486,0.5044
26,486,0.3675
29,486,0.2192
2,486,0.6563
27,486,0.1889
3,487,0.3783
30,487,0.3377
31,487,0.7758
20,487,0.4989
29,487,0.3248
24,488,0.8897
12,488,0.8417
4,488,0.1884
7,488,0.1984
17,488,0.9155
13,489,0.2748
5,489,0.2564
4,489,0.4663
31,489,0.564
26,489,0.5492
18,490,0.4221
8,490,0.4371
1,490,0.7732
29,490,0.2877
2,490,0.1398
15,491,0.4366
31,491,0.1544
29,491,0.2103
12,491,0.4186
1,491,0.3477
30,492,0.4467
8,492,0.4436
32,492,0.5792
19,492,0.6234
14,492,0.3736
7,493,0.3448
28,493,0.1738
5,493,0.6065
20,493,0.1421
16,493,0.1301
4,494,0.1731
32,494,0.4896
30,494,0.349
18,494,0.3527
7,494,0.4642
23,495,0.1804
26,495,0.2382
5,495,0.9158
11,495,0.9091
31,495,0.2541
31,496,0.627
21,496,0.6024
20,496,0.4929
2,496,0.1379
17,496,0.3605
27,497,0.1248
15,497,0.1415
14,497,0.591
4,497,0.2665
8,497,0.5355
30,498,0.4732
21,498,0.5358
13,498,0.2473
20,498,0.5099
11,498,0.2043
19,499,0.7348
3,499,0.1502
8,499,0.2868
6,499,0.2899
27,499,0.699
26,500,0.5014
9,500,0.7345
29,500,0.1875
13,500,0.112
27,500,0.5404
